HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
04 17    0.048    0.047    0.077  999.000    0.150    0.068    0.071  999.000    0.033    0.063    0.043    0.138   2
04 18    0.065    0.071    0.067  999.000    0.123    0.093    0.055  999.000    0.050    0.080    0.026    0.172   2
04 19    0.062    0.116    0.082  999.000    0.102    0.132    0.086  999.000    0.046    0.079    0.063    0.169   2
04 20    0.060    0.108    0.163  999.000    0.130    0.196    0.086  999.000    0.043    0.078    0.077    0.184   2
04 21    0.057    0.088    0.215  999.000    0.119    0.201    0.091  999.000    0.053    0.060    0.071    0.191   2
04 22    0.047    0.072    0.203  999.000    0.122    0.117    0.121  999.000    0.057    0.038    0.043    0.235   2
04 23    0.039    0.060    0.077  999.000    0.155    0.183    0.140  999.000    0.040    0.039    0.031    0.281   2
04 24    0.042    0.044    0.087  999.000    0.134    0.201    0.097  999.000    0.035    0.049    0.038    0.221   2
04 25    0.059    0.092    0.140  999.000    0.128    0.165    0.082  999.000    0.033    0.084    0.045    0.152   2
04 26    0.071    0.085    0.134  999.000    0.181    0.174    0.094  999.000    0.037    0.104    0.047    0.151   2
04 27    0.153    0.122    0.181  999.000    0.253    0.252    0.086  999.000    0.040    0.266    0.162    0.239   2
04 28    0.515    0.343    0.408  999.000    0.224    0.200    0.234  999.000    0.106    0.924    0.558    0.538   2
04 29    1.101    0.483    0.495  999.000    0.280    0.276    0.233  999.000    0.357    1.845    0.740    0.816   2
04 30    0.667    0.289    0.274  999.000    0.299    0.344    0.154  999.000    0.297    1.037    0.494    0.767   2
04 31    0.222    0.103    0.122  999.000    0.168    0.162    0.073  999.000    0.103    0.342    0.103    0.229   2
04 32    0.080    0.086    0.062  999.000    0.141    0.124    0.073  999.000    0.050    0.109    0.063    0.160   2
04 33    0.044    0.068    0.083  999.000    0.188    0.092    0.119  999.000    0.030    0.057    0.041    0.134   2
04 34    0.049    0.049    0.071  999.000    0.158    0.109    0.071  999.000    0.028    0.069    0.062    0.198   2
04 35    0.055    0.061    0.087  999.000    0.121    0.196    0.083  999.000    0.031    0.079    0.099    0.123   2
04 36    0.090    0.059    0.126  999.000    0.085    0.205    0.063  999.000    0.052    0.127    0.082    0.159   2
04 37    0.141    0.138    0.201  999.000    0.139    0.158    0.070  999.000    0.033    0.248    0.147    0.237   2
04 38    0.233    0.261    0.353  999.000    0.146    0.187    0.101  999.000    0.124    0.342    0.229    0.440   2
04 39    0.137    0.176    0.232  999.000    0.108    0.151    0.082  999.000    0.074    0.200    0.141    0.260   2
04 40    0.064    0.153    0.212  999.000    0.062    0.115    0.083  999.000    0.041    0.087    0.109    0.292   2
04 41    0.052    0.121    0.162  999.000    0.075    0.116    0.058  999.000    0.037    0.067    0.140    0.262   2
04 42    0.048    0.078    0.084  999.000    0.062    0.140    0.057  999.000    0.035    0.060    0.053    0.102   2
04 43    0.045    0.087    0.107  999.000    0.044    0.157    0.067  999.000    0.034    0.055    0.037    0.094   2
04 44    0.052    0.054    0.080  999.000    0.071    0.064    0.063  999.000    0.030    0.075    0.047    0.111   2
04 45    0.134    0.152    0.171  999.000    0.107    0.153    0.081  999.000    0.035    0.233    0.175    0.295   2
04 46    0.325    0.406    0.449  999.000    0.181    0.220    0.137  999.000    0.077    0.573    0.450    0.718   2
04 47    0.316    0.286    0.281  999.000    0.174    0.218    0.113  999.000    0.149    0.484    0.253    0.398   2
04 48    0.342    0.227    0.205  999.000    0.198    0.142    0.105  999.000    0.166    0.518    0.222    0.228   2
04 49    0.231    0.134    0.130  999.000    0.105    0.083    0.055  999.000    0.095    0.368    0.173    0.203   2
04 50    0.129    0.121    0.125  999.000    0.063    0.167    0.053  999.000    0.047    0.212    0.090    0.158   2
04 51    0.060    0.119    0.072  999.000    0.057    0.163    0.056  999.000    0.046    0.092    0.043    0.098   3
04 52    0.043    0.092    0.053  999.000    0.043    0.145    0.062  999.000    0.027    0.048    0.053    0.136   3
04 53    0.061    0.048    0.050  999.000    0.061    0.092    0.104  999.000    0.024    0.100    0.060    0.089   3
04 54    0.130    0.070    0.046  999.000    0.073    0.060    0.075  999.000    0.033    0.254    0.104    0.078   3
04 55    0.144    0.066    0.038  999.000    0.051    0.059    0.074  999.000    0.045    0.260    0.127    0.102   3
04 56    0.066    0.092    0.049  999.000    0.067    0.110    0.115  999.000    0.031    0.089    0.077    0.097   3
04 57    0.043    0.058    0.059  999.000    0.056    0.130    0.087  999.000    0.019    0.056    0.054    0.135   3
04 58    0.044    0.053    0.051  999.000    0.041    0.168    0.065  999.000    0.018    0.066    0.049    0.183   3
04 59    0.049    0.054    0.085  999.000    0.045    0.120    0.065  999.000    0.023    0.068    0.057    0.147   3
05 00    0.059    0.074    0.180  999.000    0.085    0.101    0.081  999.000    0.024    0.058    0.095    0.236   3
05 01    0.075    0.084    0.148  999.000    0.109    0.149    0.070  999.000    0.026    0.078    0.121    0.213   3
05 02    0.063    0.061    0.110  999.000    0.110    0.119    0.075  999.000    0.024    0.108    0.057    0.222   3
05 03    0.053    0.075    0.115  999.000    0.129    0.177    0.083  999.000    0.028    0.094    0.039    0.214   3
05 04    0.048    0.043    0.090  999.000    0.116    0.157    0.073  999.000    0.025    0.086    0.033    0.149   3
05 05    0.042    0.062    0.113  999.000    0.083    0.168    0.061  999.000    0.021    0.069    0.035    0.156   3
05 06    0.058    0.074    0.131  999.000    0.065    0.144    0.058  999.000    0.019    0.100    0.055    0.104   3
05 07    0.056    0.053    0.133  999.000    0.071    0.120    0.069  999.000    0.016    0.077    0.074    0.180   3
05 08    0.070    0.070    0.090  999.000    0.117    0.113    0.058  999.000    0.041    0.097    0.072    0.127   3
05 09    0.075    0.105    0.094  999.000    0.125    0.161    0.099  999.000    0.040    0.117    0.069    0.167   3
05 10    0.050    0.066    0.117  999.000    0.102    0.168    0.111  999.000    0.018    0.075    0.057    0.230   3
05 11    0.050    0.057    0.112  999.000    0.096    0.196    0.102  999.000    0.020    0.081    0.048    0.147   3
05 12    0.060    0.070    0.136  999.000    0.145    0.185    0.062  999.000    0.024    0.076    0.079    0.171   3
05 13    0.047    0.058    0.134  999.000    0.071    0.130    0.042  999.000    0.024    0.052    0.065    0.156   3
05 14    0.046    0.053    0.071  999.000    0.097    0.086    0.067  999.000    0.030    0.064    0.043    0.130   3
05 15    0.089    0.047    0.100  999.000    0.139    0.177    0.046  999.000    0.101    0.102    0.062    0.152   3
05 16    0.131    0.067    0.081  999.000    0.132    0.124    0.054  999.000    0.266    0.095    0.034    0.184   3
05 17    0.080    0.099    0.168  999.000    0.099    0.058    0.078  999.000    0.130    0.058    0.052    0.241   3
05 18    0.046    0.167    0.191  999.000    0.098    0.058    0.108  999.000    0.032    0.046    0.059    0.403   3
05 19    0.035    0.082    0.087  999.000    0.075    0.100    0.052  999.000    0.023    0.048    0.032    0.274   3
05 20    0.030    0.065    0.036  999.000    0.059    0.093    0.040  999.000    0.015    0.054    0.019    0.113   3
05 21    0.041    0.099    0.117  999.000    0.051    0.098    0.060  999.000    0.022    0.059    0.041    0.192   3
05 22    0.037    0.092    0.115  999.000    0.079    0.153    0.097  999.000    0.021    0.048    0.043    0.269   3
05 23    0.031    0.065    0.095  999.000    0.110    0.194    0.094  999.000    0.016    0.028    0.048    0.160   3
05 24    0.040    0.076    0.122  999.000    0.063    0.147    0.072  999.000    0.022    0.052    0.047    0.178   3
05 25    0.043    0.094    0.119  999.000    0.118    0.156    0.073  999.000    0.022    0.062    0.045    0.312   3
05 26    0.051    0.107    0.087  999.000    0.149    0.152    0.080  999.000    0.030    0.077    0.045    0.286   3
05 27    0.037    0.092    0.132  999.000    0.095    0.066    0.083  999.000    0.022    0.053    0.038    0.240   3
05 28    0.055    0.127    0.128  999.000    0.160    0.158    0.103  999.000    0.026    0.094    0.045    0.253   3
05 29    0.065    0.091    0.107  999.000    0.110    0.118    0.075  999.000    0.031    0.112    0.053    0.264   3
05 30    0.069    0.104    0.148  999.000    0.195    0.157    0.067  999.000    0.024    0.113    0.069    0.202   3
05 31    0.054    0.086    0.044  999.000    0.135    0.107    0.053  999.000    0.022    0.083    0.056    0.361   3
05 32    0.039    0.080    0.071  999.000    0.096    0.157    0.087  999.000    0.017    0.060    0.039    0.207   3
05 33    0.041    0.110    0.074  999.000    0.125    0.096    0.060  999.000    0.023    0.054    0.046    0.155   3
05 34    0.040    0.107    0.110  999.000    0.144    0.070    0.069  999.000    0.019    0.047    0.053    0.169   3
05 35    0.051    0.114    0.108  999.000    0.146    0.091    0.063  999.000    0.020    0.070    0.062    0.178   3
05 36    0.049    0.065    0.114  999.000    0.107    0.078    0.077  999.000    0.024    0.081    0.043    0.107   3
05 37    0.044    0.079    0.178  999.000    0.069    0.104    0.065  999.000    0.021    0.062    0.048    0.135   3
05 38    0.051    0.086    0.159  999.000    0.099    0.125    0.094  999.000    0.031    0.058    0.063    0.161   3
05 39    0.086    0.057    0.101  999.000    0.143    0.103    0.050  999.000    0.028    0.131    0.098    0.176   3
05 40    0.121    0.113    0.182  999.000    0.246    0.104    0.057  999.000    0.019    0.201    0.143    0.233   3
05 41    0.073    0.073    0.110  999.000    0.190    0.146    0.061  999.000    0.015    0.131    0.072    0.173   3
05 42    0.104    0.069    0.149  999.000    0.127    0.087    0.077  999.000    0.031    0.197    0.085    0.169   3
05 43    0.084    0.074    0.159  999.000    0.140    0.102    0.099  999.000    0.028    0.153    0.072    0.292   3
05 44    0.062    0.093    0.122  999.000    0.172    0.194    0.069  999.000    0.050    0.079    0.057    0.426   3
05 45    0.055    0.066    0.131  999.000    0.123    0.205    0.066  999.000    0.033    0.074    0.058    0.234   3
05 46    0.056    0.082    0.191  999.000    0.133    0.225    0.080  999.000    0.023    0.084    0.059    0.277   3
05 47    0.040    0.074    0.139  999.000    0.139    0.119    0.114  999.000    0.017    0.054    0.048    0.193   3
05 48    0.034    0.050    0.124  999.000    0.120    0.127    0.143  999.000    0.012    0.046    0.043    0.092   3
05 49    0.053    0.100    0.148  999.000    0.134    0.159    0.142  999.000    0.023    0.076    0.058    0.148   3
05 50    0.140    0.193    0.340  999.000    0.147    0.179    0.195  999.000    0.086    0.197    0.136    0.346   3
05 51    0.095    0.195    0.348  999.000    0.287    0.314    0.310  999.000    0.065    0.115    0.103    0.414   3
05 52    0.077    0.185    0.300  999.000    0.267    0.410    0.309  999.000    0.038    0.080    0.111    0.383   3
05 53    0.075    0.107    0.228  999.000    0.277    0.439    0.237  999.000    0.034    0.091    0.099    0.233   3
05 54    0.060    0.070    0.080  999.000    0.141    0.268    0.079  999.000    0.031    0.071    0.078    0.190   3
05 55    0.059    0.111    0.154  999.000    0.108    0.183    0.159  999.000    0.053    0.068    0.056    0.250   3
05 56    0.068    0.083    0.232  999.000    0.123    0.101    0.161  999.000    0.057    0.090    0.057    0.229   3
05 57    0.058    0.127    0.216  999.000    0.132    0.092    0.143  999.000    0.049    0.071    0.054    0.182   3
05 58    0.048    0.145    0.182  999.000    0.106    0.139    0.153  999.000    0.022    0.056    0.066    0.359   3
05 59    0.050    0.137    0.175  999.000    0.081    0.165    0.123  999.000    0.013    0.047    0.090    0.416   3
06 00    0.061    0.090    0.108  999.000    0.094    0.150    0.162  999.000    0.026    0.086    0.071    0.276   3
06 01    0.046    0.081    0.109  999.000    0.073    0.136    0.174  999.000    0.026    0.064    0.050    0.302   3
06 02    0.037    0.061    0.084  999.000    0.100    0.157    0.099  999.000    0.019    0.049    0.045    0.227   3
06 03    0.035    0.081    0.112  999.000    0.095    0.233    0.103  999.000    0.016    0.040    0.050    0.206   3
06 04    0.026    0.052    0.058  999.000    0.051    0.150    0.121  999.000    0.015    0.028    0.035    0.135   3
06 05    0.044    0.057    0.082  999.000    0.083    0.156    0.121  999.000    0.018    0.067    0.047    0.220   3
06 06    0.046    0.042    0.094  999.000    0.088    0.111    0.077  999.000    0.022    0.083    0.033    0.117   3
06 07    0.038    0.045    0.073  999.000    0.064    0.112    0.095  999.000    0.019    0.065    0.030    0.099   3
06 08    0.032    0.054    0.040  999.000    0.102    0.165    0.109  999.000    0.018    0.045    0.033    0.119   3
06 09    0.030    0.070    0.058  999.000    0.061    0.137    0.088  999.000    0.017    0.047    0.025    0.071   3
06 10    0.027    0.065    0.083  999.000    0.056    0.112    0.133  999.000    0.016    0.033    0.032    0.128   3
06 11    0.028    0.079    0.095  999.000    0.046    0.095    0.121  999.000    0.021    0.032    0.031    0.136   3
06 12    0.018    0.069    0.061  999.000    0.032    0.141    0.086  999.000    0.014    0.024    0.016    0.118   3
06 13    0.019    0.040    0.070  999.000    0.078    0.156    0.098  999.000    0.015    0.028    0.015    0.105   3
06 14    0.021    0.056    0.078  999.000    0.042    0.132    0.068  999.000    0.016    0.032    0.016    0.115   3
06 15    0.019    0.061    0.058  999.000    0.071    0.153    0.055  999.000    0.013    0.027    0.016    0.117   3
06 16    0.023    0.046    0.074  999.000    0.097    0.146    0.080  999.000    0.015    0.034    0.021    0.142   3
06 17    0.037    0.062    0.148  999.000    0.121    0.106    0.076  999.000    0.025    0.045    0.040    0.264   3
06 18    0.056    0.064    0.054  999.000    0.125    0.155    0.121  999.000    0.102    0.038    0.027    0.170   3
06 19    0.050    0.067    0.097  999.000    0.140    0.153    0.127  999.000    0.083    0.039    0.029    0.114   3
06 20    0.046    0.096    0.054  999.000    0.149    0.181    0.162  999.000    0.031    0.071    0.037    0.140   3
06 21    0.049    0.087    0.123  999.000    0.242    0.158    0.125  999.000    0.047    0.063    0.038    0.187   3
06 22    0.049    0.068    0.066  999.000    0.106    0.173    0.069  999.000    0.030    0.073    0.044    0.182   3
06 23    0.046    0.082    0.064  999.000    0.060    0.201    0.076  999.000    0.037    0.058    0.041    0.160   3
06 24    0.035    0.089    0.120  999.000    0.043    0.122    0.088  999.000    0.032    0.037    0.036    0.193   3
06 25    0.024    0.060    0.088  999.000    0.069    0.119    0.074  999.000    0.015    0.039    0.016    0.147   3
06 26    0.017    0.033    0.052  999.000    0.071    0.102    0.066  999.000    0.011    0.026    0.013    0.061   3
06 27    0.017    0.033    0.042  999.000    0.080    0.063    0.121  999.000    0.018    0.017    0.015    0.085   3
06 28    0.016    0.028    0.025  999.000    0.086    0.117    0.138  999.000    0.014    0.017    0.017    0.076   3
06 29    0.021    0.049    0.025  999.000    0.051    0.115    0.082  999.000    0.014    0.030    0.019    0.026   3
06 30    0.029    0.044    0.040  999.000    0.046    0.112    0.058  999.000    0.017    0.041    0.031    0.043   3
06 31    0.096    0.030    0.046  999.000    0.078    0.105    0.104  999.000    0.048    0.175    0.065    0.046   3
06 32    0.135    0.070    0.074  999.000    0.053    0.138    0.128  999.000    0.065    0.228    0.111    0.107   3
06 33    0.134    0.075    0.066  999.000    0.068    0.062    0.079  999.000    0.058    0.224    0.120    0.091   3
06 34    0.124    0.047    0.058  999.000    0.058    0.095    0.080  999.000    0.052    0.234    0.086    0.121   3
06 35    0.057    0.053    0.036  999.000    0.035    0.073    0.118  999.000    0.029    0.094    0.049    0.092   3
06 36    0.036    0.036    0.038  999.000    0.036    0.063    0.142  999.000    0.020    0.064    0.023    0.085   3
06 37    0.036    0.031    0.035  999.000    0.034    0.107    0.065  999.000    0.011    0.072    0.026    0.066   3
06 38    0.033    0.049    0.041  999.000    0.046    0.085    0.075  999.000    0.011    0.068    0.020    0.063   3
06 39    0.027    0.057    0.038  999.000    0.052    0.077    0.083  999.000    0.013    0.046    0.023    0.043   3
06 40    0.024    0.058    0.065  999.000    0.085    0.140    0.051  999.000    0.016    0.038    0.017    0.047   3
06 41    0.033    0.040    0.035  999.000    0.089    0.144    0.075  999.000    0.021    0.062    0.016    0.053   3
06 42    0.041    0.047    0.075  999.000    0.078    0.175    0.094  999.000    0.036    0.058    0.028    0.109   3
06 43    0.039    0.055    0.119  999.000    0.083    0.144    0.100  999.000    0.024    0.055    0.037    0.184   3
06 44    0.044    0.032    0.069  999.000    0.044    0.126    0.071  999.000    0.021    0.075    0.037    0.089   3
06 45    0.023    0.031    0.066  999.000    0.040    0.109    0.089  999.000    0.024    0.027    0.018    0.078   3
06 46    0.019    0.032    0.072  999.000    0.034    0.074    0.118  999.000    0.028    0.020    0.008    0.087   3
06 47    0.031    0.042    0.061  999.000    0.037    0.106    0.082  999.000    0.016    0.051    0.026    0.105   3
06 48    0.046    0.038    0.047  999.000    0.075    0.124    0.086  999.000    0.011    0.077    0.049    0.098   3
06 49    0.039    0.032    0.055  999.000    0.095    0.155    0.094  999.000    0.009    0.056    0.050    0.070   3
06 50    0.032    0.045    0.035  999.000    0.059    0.184    0.078  999.000    0.022    0.045    0.028    0.076   3
06 51    0.026    0.044    0.053  999.000    0.072    0.129    0.064  999.000    0.024    0.032    0.022    0.090   3
06 52    0.022    0.040    0.054  999.000    0.084    0.191    0.061  999.000    0.014    0.029    0.022    0.082   3
06 53    0.020    0.032    0.072  999.000    0.078    0.147    0.109  999.000    0.013    0.026    0.020    0.070   3
06 54    0.034    0.046    0.073  999.000    0.068    0.100    0.091  999.000    0.046    0.034    0.023    0.080   3
06 55    0.028    0.063    0.067  999.000    0.070    0.139    0.097  999.000    0.028    0.032    0.024    0.091   3
06 56    0.022    0.034    0.027  999.000    0.074    0.173    0.081  999.000    0.019    0.033    0.016    0.101   3
06 57    0.020    0.022    0.051  999.000    0.079    0.114    0.062  999.000    0.018    0.028    0.014    0.066   3
06 58    0.019    0.036    0.056  999.000    0.068    0.067    0.057  999.000    0.018    0.023    0.016    0.076   3
06 59    0.021    0.053    0.073  999.000    0.085    0.063    0.066  999.000    0.020    0.014    0.027    0.094   3
07 00    0.024    0.064    0.087  999.000    0.069    0.134    0.062  999.000    0.022    0.022    0.029    0.100   3
07 01    0.036    0.050    0.101  999.000    0.112    0.189    0.042  999.000    0.047    0.039    0.021    0.096   3
07 02    0.035    0.043    0.079  999.000    0.109    0.145    0.041  999.000    0.046    0.044    0.016    0.040   3
07 03    0.027    0.057    0.081  999.000    0.072    0.102    0.053  999.000    0.032    0.037    0.012    0.080   3
07 04    0.024    0.090    0.088  999.000    0.066    0.111    0.062  999.000    0.027    0.022    0.025    0.117   3
07 05    0.027    0.094    0.067  999.000    0.057    0.152    0.056  999.000    0.020    0.034    0.027    0.097   3
07 06    0.024    0.081    0.065  999.000    0.036    0.219    0.058  999.000    0.023    0.028    0.021    0.060   3
07 07    0.022    0.046    0.083  999.000    0.049    0.116    0.062  999.000    0.018    0.035    0.013    0.052   3
07 08    0.018    0.053    0.043  999.000    0.058    0.101    0.062  999.000    0.017    0.024    0.012    0.052   3
07 09    0.030    0.060    0.029  999.000    0.075    0.185    0.056  999.000    0.023    0.050    0.018    0.056   3
07 10    0.048    0.076    0.078  999.000    0.132    0.333    0.109  999.000    0.030    0.081    0.033    0.055   3
07 11    0.028    0.043    0.071  999.000    0.096    0.145    0.059  999.000    0.017    0.041    0.025    0.103   3
07 12    0.038    0.047    0.065  999.000    0.058    0.061    0.030  999.000    0.020    0.066    0.027    0.089   3
07 13    0.030    0.052    0.113  999.000    0.060    0.056    0.051  999.000    0.016    0.049    0.024    0.106   3
07 14    0.024    0.071    0.141  999.000    0.085    0.054    0.044  999.000    0.017    0.030    0.025    0.126   3
07 15    0.022    0.083    0.059  999.000    0.063    0.048    0.040  999.000    0.016    0.028    0.024    0.148   3
07 16    0.032    0.082    0.031  999.000    0.059    0.100    0.057  999.000    0.026    0.047    0.021    0.119   3
07 17    0.029    0.057    0.044  999.000    0.056    0.155    0.036  999.000    0.023    0.046    0.018    0.073   3
07 18    0.029    0.117    0.095  999.000    0.091    0.166    0.047  999.000    0.022    0.038    0.029    0.119   3
07 19    0.028    0.094    0.074  999.000    0.125    0.195    0.052  999.000    0.035    0.028    0.021    0.095   3
07 20    0.024    0.086    0.073  999.000    0.115    0.171    0.065  999.000    0.028    0.021    0.025    0.099   3
07 21    0.027    0.069    0.060  999.000    0.066    0.152    0.087  999.000    0.026    0.034    0.022    0.072   3
07 22    0.027    0.040    0.067  999.000    0.072    0.227    0.071  999.000    0.024    0.042    0.015    0.070   3
07 23    0.029    0.033    0.096  999.000    0.061    0.306    0.086  999.000    0.016    0.049    0.022    0.098   3
07 24    0.029    0.045    0.072  999.000    0.053    0.230    0.076  999.000    0.025    0.042    0.020    0.069   3
07 25    0.034    0.043    0.067  999.000    0.072    0.189    0.083  999.000    0.034    0.050    0.019    0.058   3
07 26    0.029    0.050    0.067  999.000    0.056    0.214    0.089  999.000    0.018    0.049    0.021    0.105   3
07 27    0.026    0.043    0.080  999.000    0.073    0.129    0.080  999.000    0.015    0.044    0.020    0.059   3
07 28    0.036    0.039    0.052  999.000    0.181    0.095    0.037  999.000    0.016    0.030    0.019    0.080   4
07 29    0.045    0.052    0.085  999.000    0.193    0.150    0.053  999.000    0.010    0.025    0.014    0.132   4
07 30    0.080    0.085    0.074  999.000    0.098    0.160    0.077  999.000    0.019    0.071    0.039    0.191   4
07 31    0.087    0.115    0.097  999.000    0.168    0.129    0.081  999.000    0.042    0.062    0.048    0.197   4
07 32    0.073    0.104    0.093  999.000    0.114    0.132    0.060  999.000    0.053    0.051    0.043    0.145   4
07 33    0.057    0.087    0.089  999.000    0.087    0.109    0.069  999.000    0.039    0.057    0.030    0.104   4
07 34    0.048    0.074    0.041  999.000    0.072    0.183    0.070  999.000    0.033    0.064    0.020    0.075   4
07 35    0.049    0.043    0.047  999.000    0.071    0.217    0.045  999.000    0.033    0.076    0.028    0.058   4
07 36    0.061    0.050    0.048  999.000    0.063    0.150    0.097  999.000    0.023    0.065    0.041    0.117   4
07 37    0.156    0.065    0.065  999.000    0.170    0.195    0.131  999.000    0.051    0.283    0.148    0.142   4
07 38    0.342    0.131    0.044  999.000    0.223    0.296    0.155  999.000    0.123    0.729    0.290    0.226   4
07 39    0.194    0.071    0.068  999.000    0.131    0.149    0.100  999.000    0.067    0.423    0.144    0.143   4
07 40    0.081    0.048    0.069  999.000    0.115    0.144    0.056  999.000    0.022    0.103    0.101    0.099   4
07 41    0.077    0.053    0.045  999.000    0.133    0.206    0.051  999.000    0.033    0.113    0.074    0.088   4
07 42    0.107    0.089    0.091  999.000    0.076    0.131    0.102  999.000    0.032    0.100    0.074    0.224   4
07 43    0.088    0.061    0.104  999.000    0.123    0.191    0.093  999.000    0.014    0.105    0.105    0.128   4
07 44    0.069    0.046    0.085  999.000    0.131    0.237    0.083  999.000    0.012    0.087    0.068    0.107   4
07 45    0.082    0.056    0.113  999.000    0.083    0.118    0.046  999.000    0.016    0.094    0.078    0.141   4
07 46    0.080    0.061    0.105  999.000    0.111    0.123    0.055  999.000    0.027    0.076    0.078    0.138   4
07 47    0.072    0.083    0.147  999.000    0.138    0.152    0.059  999.000    0.024    0.053    0.065    0.145   4
07 48    0.069    0.068    0.115  999.000    0.076    0.143    0.069  999.000    0.023    0.066    0.042    0.143   4
07 49    0.081    0.067    0.109  999.000    0.102    0.200    0.123  999.000    0.028    0.089    0.052    0.155   4
07 50    0.065    0.067    0.090  999.000    0.084    0.150    0.087  999.000    0.026    0.074    0.058    0.104   4
07 51    0.061    0.053    0.046  999.000    0.091    0.117    0.061  999.000    0.019    0.088    0.054    0.085   4
07 52    0.039    0.066    0.086  999.000    0.130    0.152    0.047  999.000    0.026    0.041    0.041    0.049   4
07 53    0.042    0.129    0.135  999.000    0.086    0.132    0.057  999.000    0.030    0.029    0.036    0.075   4
07 54    0.053    0.091    0.087  999.000    0.075    0.087    0.069  999.000    0.025    0.040    0.032    0.115   4
07 55    0.070    0.086    0.094  999.000    0.121    0.100    0.126  999.000    0.019    0.051    0.047    0.165   4
07 56    0.074    0.056    0.085  999.000    0.097    0.118    0.051  999.000    0.015    0.048    0.029    0.204   4
07 57    0.071    0.077    0.133  999.000    0.126    0.241    0.101  999.000    0.030    0.036    0.024    0.194   4
07 58    0.078    0.091    0.151  999.000    0.070    0.194    0.089  999.000    0.027    0.059    0.037    0.190   4
07 59    0.053    0.058    0.140  999.000    0.066    0.080    0.042  999.000    0.020    0.059    0.034    0.101   4
08 00    0.066    0.064    0.161  999.000    0.055    0.126    0.056  999.000    0.028    0.043    0.039    0.153   4
08 01    0.065    0.062    0.121  999.000    0.074    0.088    0.050  999.000    0.045    0.030    0.033    0.151   4
08 02    0.067    0.042    0.079  999.000    0.103    0.135    0.054  999.000    0.048    0.045    0.030    0.145   4
08 03    0.061    0.066    0.064  999.000    0.096    0.232    0.079  999.000    0.028    0.034    0.017    0.164   4
08 04    0.055    0.067    0.038  999.000    0.091    0.231    0.079  999.000    0.022    0.062    0.041    0.095   4
08 05    0.045    0.044    0.039  999.000    0.075    0.134    0.067  999.000    0.026    0.066    0.038    0.051   4
08 06    0.047    0.057    0.070  999.000    0.056    0.095    0.062  999.000    0.025    0.071    0.026    0.065   4
08 07    0.052    0.055    0.068  999.000    0.109    0.196    0.075  999.000    0.020    0.047    0.031    0.108   4
08 08    0.064    0.080    0.043  999.000    0.091    0.205    0.062  999.000    0.036    0.039    0.020    0.159   4
08 09    0.069    0.096    0.074  999.000    0.097    0.228    0.095  999.000    0.024    0.079    0.029    0.146   4
08 10    0.074    0.053    0.048  999.000    0.165    0.328    0.100  999.000    0.025    0.083    0.041    0.146   4
08 11    0.057    0.052    0.082  999.000    0.161    0.321    0.080  999.000    0.023    0.049    0.023    0.100   3
08 12    0.061    0.039    0.093  999.000    0.088    0.147    0.085  999.000    0.020    0.064    0.049    0.072   3
08 13    0.072    0.052    0.092  999.000    0.037    0.130    0.075  999.000    0.042    0.066    0.043    0.108   3
08 14    0.082    0.060    0.099  999.000    0.087    0.250    0.087  999.000    0.043    0.058    0.040    0.147   3
08 15    0.072    0.068    0.092  999.000    0.080    0.180    0.087  999.000    0.027    0.059    0.046    0.111   3
08 16    0.056    0.057    0.102  999.000    0.061    0.131    0.075  999.000    0.044    0.060    0.038    0.071   3
08 17    0.055    0.054    0.071  999.000    0.075    0.124    0.080  999.000    0.037    0.037    0.038    0.090   3
08 18    0.063    0.042    0.094  999.000    0.058    0.181    0.072  999.000    0.026    0.038    0.040    0.110   3
08 19    0.048    0.059    0.089  999.000    0.063    0.183    0.083  999.000    0.013    0.036    0.039    0.070   3
08 20    0.054    0.057    0.071  999.000    0.102    0.193    0.062  999.000    0.015    0.030    0.040    0.092   3
08 21    0.050    0.050    0.093  999.000    0.082    0.224    0.086  999.000    0.018    0.042    0.025    0.084   3
08 22    0.053    0.042    0.090  999.000    0.086    0.266    0.101  999.000    0.017    0.044    0.025    0.089   3
08 23    0.053    0.037    0.044  999.000    0.056    0.147    0.079  999.000    0.020    0.031    0.022    0.105   3
08 24    0.050    0.070    0.035  999.000    0.150    0.133    0.101  999.000    0.043    0.040    0.035    0.075   3
08 25    0.041    0.086    0.073  999.000    0.126    0.184    0.058  999.000    0.045    0.038    0.021    0.063   3
08 26    0.038    0.063    0.094  999.000    0.098    0.127    0.041  999.000    0.036    0.021    0.027    0.065   3
08 27    0.047    0.092    0.086  999.000    0.097    0.147    0.078  999.000    0.018    0.020    0.018    0.101   3
08 28    0.052    0.077    0.037  999.000    0.075    0.089    0.041  999.000    0.029    0.035    0.030    0.090   3
08 29    0.048    0.062    0.053  999.000    0.062    0.060    0.036  999.000    0.026    0.035    0.035    0.076   3
08 30    0.064    0.047    0.076  999.000    0.082    0.210    0.102  999.000    0.034    0.054    0.048    0.089   3
08 31    0.061    0.057    0.133  999.000    0.079    0.176    0.097  999.000    0.040    0.061    0.032    0.089   3
08 32    0.048    0.070    0.108  999.000    0.056    0.089    0.077  999.000    0.028    0.040    0.021    0.082   3
08 33    0.041    0.044    0.054  999.000    0.065    0.092    0.085  999.000    0.038    0.041    0.025    0.057   3
08 34    0.039    0.042    0.066  999.000    0.069    0.139    0.123  999.000    0.028    0.044    0.019    0.056   3
