HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
12 49    0.097    0.038    0.071  999.000  999.000    0.211    0.232    0.091    0.429    0.177    0.186    0.091   4
12 50    0.099    0.078    0.069  999.000  999.000    0.350    0.226    0.135    0.432    0.160    0.159    0.088   4
12 51    0.088    0.091    0.053  999.000  999.000    0.242    0.124    0.072    0.405    0.115    0.105    0.102   4
12 52    0.072    0.079    0.050  999.000  999.000    0.308    0.146    0.079    0.249    0.136    0.086    0.074   4
12 53    0.131    0.156    0.088  999.000  999.000    0.459    0.224    0.084    0.253    0.067    0.152    0.127   4
12 54    0.133    0.148    0.090  999.000  999.000    0.211    0.106    0.049    0.323    0.118    0.158    0.138   4
12 55    0.105    0.116    0.085  999.000  999.000    0.405    0.151    0.137    0.418    0.133    0.100    0.119   4
12 56    0.066    0.064    0.062  999.000  999.000    0.336    0.117    0.069    0.286    0.100    0.046    0.092   4
12 57    0.056    0.050    0.056  999.000  999.000    0.281    0.222    0.144    0.247    0.100    0.055    0.064   4
12 58    0.050    0.037    0.050  999.000  999.000    0.297    0.143    0.106    0.227    0.049    0.058    0.055   4
12 59    0.060    0.044    0.067  999.000  999.000    0.546    0.289    0.205    0.200    0.053    0.065    0.065   4
13 00    0.053    0.055    0.054  999.000  999.000    0.322    0.163    0.092    0.206    0.091    0.050    0.055   4
13 01    0.059    0.064    0.038  999.000  999.000    0.171    0.119    0.081    0.236    0.060    0.064    0.069   4
13 02    0.049    0.067    0.037  999.000  999.000    0.206    0.217    0.130    0.196    0.058    0.050    0.043   4
13 03    0.054    0.049    0.047  999.000  999.000    0.263    0.162    0.104    0.220    0.096    0.051    0.067   4
13 04    0.075    0.080    0.056  999.000  999.000    0.213    0.096    0.102    0.167    0.081    0.075    0.090   4
13 05    0.062    0.070    0.069  999.000  999.000    0.124    0.096    0.063    0.169    0.092    0.045    0.064   4
13 06    0.059    0.058    0.090  999.000  999.000    0.182    0.097    0.053    0.186    0.192    0.039    0.048   4
13 07    0.041    0.044    0.058  999.000  999.000    0.160    0.135    0.061    0.228    0.251    0.026    0.034   4
13 08    0.038    0.040    0.053  999.000  999.000    0.126    0.148    0.057    0.393    0.088    0.034    0.024   4
13 09    0.050    0.075    0.059  999.000  999.000    0.192    0.134    0.058    0.141    0.070    0.042    0.025   4
13 10    0.054    0.075    0.065  999.000  999.000    0.297    0.135    0.070    0.049    0.152    0.045    0.030   4
13 11    0.050    0.046    0.048  999.000  999.000    0.324    0.128    0.131    0.072    0.231    0.054    0.051   4
13 12    0.052    0.049    0.056  999.000  999.000    0.232    0.122    0.106    0.102    0.190    0.068    0.036   4
13 13    0.062    0.052    0.067  999.000  999.000    0.163    0.157    0.067    0.072    0.083    0.070    0.058   4
13 14    0.064    0.056    0.062  999.000  999.000    0.220    0.216    0.055    0.104    0.121    0.062    0.079   4
13 15    0.061    0.050    0.052  999.000  999.000    0.270    0.229    0.090    0.061    0.133    0.057    0.086   4
13 16    0.067    0.049    0.056  999.000  999.000    0.296    0.206    0.132    0.045    0.165    0.075    0.086   4
13 17    0.067    0.066    0.082  999.000  999.000    0.295    0.223    0.139    0.050    0.077    0.046    0.072   4
13 18    0.053    0.061    0.066  999.000  999.000    0.200    0.118    0.067    0.062    0.103    0.043    0.042   4
13 19    0.054    0.052    0.083  999.000  999.000    0.473    0.244    0.120    0.086    0.132    0.045    0.037   4
13 20    0.064    0.065    0.118  999.000  999.000    0.479    0.218    0.122    0.078    0.057    0.034    0.041   4
13 21    0.057    0.059    0.089  999.000  999.000    0.331    0.234    0.088    0.043    0.054    0.029    0.050   4
13 22    0.043    0.057    0.054  999.000  999.000    0.486    0.294    0.113    0.135    0.061    0.019    0.042   4
13 23    0.054    0.072    0.065  999.000  999.000    0.786    0.294    0.187    0.093    0.073    0.042    0.038   4
13 24    0.062    0.079    0.040  999.000  999.000    0.680    0.266    0.223    0.082    0.094    0.066    0.061   4
13 25    0.059    0.080    0.058  999.000  999.000    0.459    0.248    0.174    0.108    0.059    0.029    0.068   4
13 26    0.053    0.065    0.068  999.000  999.000    0.445    0.209    0.198    0.164    0.056    0.026    0.052   4
13 27    0.044    0.075    0.037  999.000  999.000    0.367    0.272    0.160    0.277    0.080    0.022    0.044   4
13 28    0.032    0.050    0.025  999.000  999.000    0.204    0.182    0.123    0.098    0.069    0.020    0.032   4
13 29    0.037    0.051    0.032  999.000  999.000    0.139    0.108    0.077    0.060    0.083    0.021    0.042   4
13 30    0.043    0.053    0.042  999.000  999.000    0.151    0.105    0.063    0.047    0.123    0.033    0.045   4
13 31    0.051    0.068    0.065  999.000  999.000    0.141    0.110    0.042    0.064    0.177    0.033    0.036   4
13 32    0.041    0.065    0.057  999.000  999.000    0.178    0.088    0.026    0.043    0.061    0.021    0.022   4
13 33    0.037    0.042    0.050  999.000  999.000    0.208    0.073    0.041    0.054    0.074    0.031    0.024   4
13 34    0.041    0.034    0.052  999.000  999.000    0.280    0.200    0.101    0.064    0.118    0.053    0.024   4
13 35    0.045    0.069    0.059  999.000  999.000    0.344    0.192    0.110    0.048    0.102    0.034    0.017   4
13 36    0.039    0.067    0.029  999.000  999.000    0.214    0.134    0.112    0.049    0.068    0.029    0.031   4
13 37    0.051    0.069    0.025  999.000  999.000    0.277    0.205    0.162    0.064    0.089    0.047    0.061   4
13 38    0.039    0.032    0.047  999.000  999.000    0.389    0.270    0.194    0.035    0.095    0.027    0.049   4
13 39    0.041    0.026    0.057  999.000  999.000    0.215    0.155    0.114    0.065    0.108    0.042    0.040   4
13 40    0.047    0.036    0.049  999.000  999.000    0.188    0.077    0.055    0.086    0.111    0.057    0.046   4
13 41    0.036    0.022    0.025  999.000  999.000    0.270    0.068    0.067    0.066    0.063    0.057    0.040   4
13 42    0.043    0.040    0.051  999.000  999.000    0.252    0.108    0.057    0.085    0.097    0.056    0.026   4
13 43    0.050    0.062    0.058  999.000  999.000    0.174    0.090    0.038    0.066    0.128    0.047    0.033   4
13 44    0.052    0.045    0.072  999.000  999.000    0.160    0.135    0.049    0.070    0.112    0.051    0.041   4
13 45    0.051    0.028    0.082  999.000  999.000    0.198    0.196    0.037    0.059    0.091    0.044    0.051   4
13 46    0.049    0.033    0.093  999.000  999.000    0.185    0.161    0.042    0.146    0.064    0.027    0.041   4
13 47    0.053    0.047    0.101  999.000  999.000    0.161    0.189    0.055    0.108    0.086    0.024    0.039   4
13 48    0.055    0.036    0.090  999.000  999.000    0.108    0.144    0.034    0.047    0.112    0.026    0.066   4
13 49    0.054    0.047    0.063  999.000  999.000    0.094    0.112    0.048    0.050    0.062    0.040    0.065   4
13 50    0.043    0.034    0.046  999.000  999.000    0.222    0.124    0.101    0.084    0.105    0.016    0.075   4
13 51    0.044    0.044    0.036  999.000  999.000    0.299    0.178    0.164    0.064    0.124    0.026    0.070   4
13 52    0.029    0.031    0.028  999.000  999.000    0.208    0.134    0.073    0.058    0.064    0.037    0.022   4
13 53    0.046    0.049    0.053  999.000  999.000    0.152    0.151    0.034    0.076    0.105    0.047    0.036   4
13 54    0.055    0.054    0.051  999.000  999.000    0.169    0.120    0.062    0.089    0.136    0.061    0.055   4
13 55    0.047    0.067    0.040  999.000  999.000    0.082    0.121    0.065    0.050    0.155    0.034    0.050   4
13 56    0.041    0.041    0.035  999.000  999.000    0.162    0.167    0.111    0.057    0.071    0.037    0.052   4
13 57    0.040    0.023    0.050  999.000  999.000    0.219    0.107    0.089    0.066    0.104    0.036    0.052   4
13 58    0.038    0.029    0.048  999.000  999.000    0.265    0.100    0.053    0.057    0.091    0.036    0.040   4
13 59    0.045    0.039    0.056  999.000  999.000    0.196    0.070    0.054    0.064    0.080    0.026    0.058   4
14 00    0.028    0.025    0.028  999.000  999.000    0.074    0.116    0.049    0.071    0.082    0.036    0.022   4
14 01    0.041    0.035    0.054  999.000  999.000    0.204    0.143    0.038    0.063    0.088    0.033    0.042   4
14 02    0.044    0.026    0.058  999.000  999.000    0.186    0.125    0.049    0.050    0.082    0.036    0.056   4
14 03    0.053    0.019    0.117  999.000  999.000    0.202    0.124    0.059    0.048    0.081    0.029    0.048   4
14 04    0.060    0.037    0.112  999.000  999.000    0.190    0.058    0.058    0.038    0.041    0.035    0.054   4
14 05    0.059    0.034    0.113  999.000  999.000    0.157    0.070    0.035    0.058    0.096    0.040    0.049   4
14 06    0.044    0.024    0.079  999.000  999.000    0.141    0.080    0.050    0.035    0.165    0.031    0.040   4
14 07    0.032    0.020    0.044  999.000  999.000    0.109    0.137    0.055    0.037    0.247    0.031    0.033   4
14 08    0.042    0.037    0.055  999.000  999.000    0.113    0.173    0.042    0.039    0.095    0.027    0.049   4
14 09    0.054    0.045    0.083  999.000  999.000    0.159    0.068    0.041    0.040    0.060    0.024    0.062   4
14 10    0.076    0.054    0.113  999.000  999.000    0.163    0.065    0.040    0.028    0.065    0.046    0.090   4
14 11    0.075    0.072    0.086  999.000  999.000    0.069    0.077    0.073    0.021    0.078    0.057    0.085   4
14 12    0.056    0.071    0.072  999.000  999.000    0.130    0.094    0.051    0.041    0.060    0.026    0.055   4
14 13    0.056    0.068    0.076  999.000  999.000    0.204    0.106    0.032    0.052    0.044    0.032    0.048   4
14 14    0.051    0.048    0.063  999.000  999.000    0.284    0.083    0.080    0.051    0.045    0.035    0.058   4
14 15    0.047    0.039    0.062  999.000  999.000    0.194    0.060    0.108    0.048    0.062    0.038    0.049   4
14 16    0.043    0.032    0.054  999.000  999.000    0.076    0.096    0.059    0.059    0.069    0.029    0.059   4
14 17    0.047    0.036    0.057  999.000  999.000    0.086    0.176    0.063    0.048    0.084    0.039    0.055   4
14 18    0.034    0.040    0.025  999.000  999.000    0.189    0.104    0.060    0.038    0.139    0.040    0.032   4
14 19    0.064    0.079    0.084  999.000  999.000    0.320    0.121    0.083    0.080    0.160    0.025    0.069   4
14 20    0.065    0.078    0.071  999.000  999.000    0.302    0.168    0.129    0.067    0.122    0.040    0.070   4
14 21    0.053    0.069    0.063  999.000  999.000    0.175    0.133    0.093    0.037    0.088    0.037    0.043   4
14 22    0.038    0.039    0.057  999.000  999.000    0.226    0.203    0.116    0.036    0.080    0.027    0.031   4
14 23    0.058    0.032    0.085  999.000  999.000    0.223    0.148    0.127    0.047    0.092    0.041    0.072   4
14 24    0.063    0.032    0.092  999.000  999.000    0.068    0.082    0.124    0.036    0.076    0.041    0.089   4
14 25    0.061    0.050    0.083  999.000  999.000    0.083    0.057    0.076    0.040    0.078    0.027    0.082   4
14 26    0.061    0.045    0.091  999.000  999.000    0.085    0.092    0.026    0.031    0.109    0.036    0.072   4
14 27    0.050    0.039    0.062  999.000  999.000    0.165    0.099    0.035    0.042    0.125    0.034    0.064   4
14 28    0.052    0.040    0.066  999.000  999.000    0.249    0.111    0.042    0.145    0.094    0.050    0.052   4
14 29    0.056    0.063    0.078  999.000  999.000    0.200    0.120    0.039    0.118    0.103    0.037    0.045   4
14 30    0.040    0.050    0.051  999.000  999.000    0.109    0.103    0.037    0.030    0.153    0.026    0.032   4
14 31    0.055    0.088    0.078  999.000  999.000    0.116    0.068    0.029    0.035    0.188    0.026    0.026   4
14 32    0.058    0.062    0.068  999.000  999.000    0.203    0.084    0.048    0.038    0.085    0.065    0.040   4
14 33    0.055    0.036    0.071  999.000  999.000    0.266    0.145    0.088    0.059    0.079    0.049    0.066   4
14 34    0.061    0.039    0.099  999.000  999.000    0.136    0.092    0.067    0.065    0.081    0.031    0.077   4
14 35    0.075    0.037    0.135  999.000  999.000    0.117    0.041    0.043    0.209    0.062    0.036    0.093   4
14 36    0.082    0.059    0.133  999.000  999.000    0.168    0.066    0.037    0.162    0.083    0.057    0.079   4
14 37    0.064    0.043    0.087  999.000  999.000    0.171    0.066    0.049    0.293    0.134    0.070    0.055   4
14 38    0.044    0.021    0.053  999.000  999.000    0.183    0.101    0.080    0.178    0.157    0.066    0.034   4
14 39    0.050    0.030    0.060  999.000  999.000    0.130    0.079    0.052    0.068    0.105    0.053    0.057   4
14 40    0.062    0.033    0.094  999.000  999.000    0.178    0.089    0.059    0.049    0.098    0.040    0.083   4
14 41    0.074    0.027    0.089  999.000  999.000    0.201    0.061    0.058    0.049    0.096    0.078    0.103   4
14 42    0.080    0.038    0.127  999.000  999.000    0.268    0.107    0.083    0.059    0.146    0.041    0.114   4
14 43    0.081    0.025    0.153  999.000  999.000    0.217    0.105    0.103    0.129    0.185    0.029    0.115   4
14 44    0.070    0.043    0.109  999.000  999.000    0.195    0.134    0.102    0.105    0.082    0.046    0.084   4
14 45    0.041    0.032    0.068  999.000  999.000    0.086    0.084    0.101    0.031    0.094    0.043    0.024   3
14 46    0.059    0.030    0.087  999.000  999.000    0.146    0.098    0.104    0.091    0.113    0.030    0.060   3
14 47    0.058    0.070    0.047  999.000  999.000    0.129    0.042    0.083    0.105    0.151    0.037    0.056   3
14 48    0.073    0.068    0.075  999.000  999.000    0.165    0.070    0.070    0.062    0.183    0.033    0.077   3
14 49    0.081    0.074    0.104  999.000  999.000    0.248    0.104    0.054    0.053    0.130    0.048    0.067   3
14 50    0.091    0.089    0.118  999.000  999.000    0.218    0.108    0.057    0.059    0.097    0.051    0.065   3
14 51    0.094    0.108    0.120  999.000  999.000    0.180    0.126    0.052    0.035    0.092    0.039    0.053   3
14 52    0.056    0.066    0.080  999.000  999.000    0.184    0.091    0.044    0.024    0.084    0.037    0.023   3
14 53    0.051    0.064    0.057  999.000  999.000    0.210    0.109    0.062    0.046    0.127    0.033    0.033   3
14 54    0.043    0.059    0.038  999.000  999.000    0.082    0.048    0.064    0.061    0.164    0.040    0.032   3
14 55    0.044    0.042    0.048  999.000  999.000    0.099    0.067    0.066    0.038    0.197    0.034    0.042   3
14 56    0.047    0.024    0.057  999.000  999.000    0.129    0.066    0.041    0.051    0.095    0.043    0.060   3
14 57    0.067    0.055    0.087  999.000  999.000    0.395    0.129    0.055    0.121    0.120    0.037    0.059   3
14 58    0.073    0.053    0.116  999.000  999.000    0.470    0.183    0.094    0.097    0.100    0.028    0.050   3
14 59    0.075    0.050    0.114  999.000  999.000    0.406    0.195    0.119    0.040    0.137    0.054    0.062   3
15 00    0.075    0.058    0.093  999.000  999.000    0.360    0.215    0.121    0.046    0.126    0.053    0.075   3
15 01    0.067    0.061    0.084  999.000  999.000    0.384    0.163    0.080    0.058    0.073    0.026    0.058   3
15 02    0.072    0.050    0.100  999.000  999.000    0.507    0.123    0.093    0.049    0.063    0.022    0.065   3
15 03    0.075    0.055    0.112  999.000  999.000    0.323    0.110    0.106    0.047    0.095    0.044    0.058   3
15 04    0.068    0.049    0.094  999.000    0.145    0.174    0.079    0.073    0.061    0.152    0.050    0.062   3
15 05    0.047    0.022    0.063  999.000    0.122    0.101    0.093    0.059    0.055    0.114    0.024    0.057   3
15 06    0.046    0.037    0.062  999.000    0.129    0.161    0.121    0.079    0.046    0.127    0.022    0.038   3
15 07    0.058    0.040    0.082  999.000    0.106    0.124    0.104    0.104    0.045    0.123    0.032    0.051   3
15 08    0.058    0.064    0.050  999.000    0.054    0.142    0.063    0.055    0.028    0.054    0.039    0.059   3
15 09    0.068    0.061    0.081  999.000    0.049    0.102    0.066    0.043    0.028    0.081    0.043    0.061   3
15 10    0.055    0.062    0.064  999.000    0.048    0.116    0.088    0.038    0.030    0.099    0.027    0.038   3
15 11    0.040    0.070    0.032  999.000    0.056    0.138    0.162    0.026    0.039    0.089    0.019    0.016   3
15 12    0.038    0.056    0.045  999.000    0.054    0.132    0.099    0.034    0.043    0.061    0.021    0.012   3
15 13    0.031    0.037    0.041  999.000    0.070    0.107    0.103    0.033    0.077    0.048    0.025    0.014   3
15 14    0.037    0.036    0.046  999.000    0.088    0.077    0.082    0.037    0.075    0.049    0.033    0.029   3
15 15    0.044    0.041    0.045  999.000    0.113    0.193    0.125    0.072    0.063    0.049    0.027    0.047   3
15 16    0.046    0.060    0.038  999.000    0.091    0.195    0.140    0.051    0.056    0.062    0.019    0.040   3
15 17    0.044    0.058    0.034  999.000    0.071    0.165    0.135    0.056    0.047    0.095    0.026    0.040   3
15 18    0.035    0.041    0.037  999.000    0.073    0.125    0.125    0.059    0.050    0.114    0.042    0.026   3
15 19    0.032    0.049    0.027  999.000    0.138    0.143    0.158    0.084    0.054    0.232    0.040    0.019   3
15 20    0.040    0.042    0.027  999.000    0.139    0.128    0.211    0.043    0.129    0.143    0.043    0.051   3
15 21    0.063    0.070    0.064  999.000    0.081    0.157    0.109    0.040    0.347    0.094    0.038    0.056   3
15 22    0.063    0.048    0.081  999.000    0.065    0.219    0.173    0.122    0.121    0.090    0.054    0.061   3
15 23    0.055    0.032    0.071  999.000    0.088    0.235    0.158    0.144    0.044    0.112    0.076    0.061   3
15 24    0.049    0.040    0.050  999.000    0.069    0.155    0.158    0.092    0.041    0.128    0.054    0.055   3
15 25    0.036    0.040    0.020  999.000    0.081    0.222    0.123    0.095    0.065    0.108    0.041    0.048   3
15 26    0.031    0.034    0.021  999.000    0.053    0.151    0.157    0.072    0.109    0.125    0.027    0.039   3
15 27    0.052    0.032    0.041  999.000    0.068    0.080    0.158    0.065    0.105    0.114    0.036    0.066   4
15 28    0.068    0.055    0.095  999.000    0.034    0.150    0.067    0.026    0.079    0.104    0.044    0.088   4
15 29    0.086    0.042    0.110  999.000    0.115    0.253    0.065    0.037    0.078    0.157    0.040    0.076   4
15 30    0.125    0.078    0.118  999.000    0.216    0.345    0.181    0.068    0.091    0.274    0.059    0.091   4
15 31    0.110    0.039    0.127  999.000    0.192    0.398    0.159    0.081    0.091    0.325    0.041    0.082   4
15 32    0.088    0.053    0.086  999.000    0.145    0.275    0.157    0.053    0.065    0.099    0.045    0.069   4
15 33    0.086    0.062    0.069  999.000    0.170    0.179    0.169    0.078    0.047    0.096    0.042    0.044   4
15 34    0.062    0.050    0.088  999.000    0.072    0.056    0.092    0.073    0.056    0.077    0.034    0.038   4
15 35    0.055    0.038    0.046  999.000    0.111    0.200    0.146    0.039    0.067    0.165    0.051    0.025   4
15 36    0.065    0.037    0.029  999.000    0.163    0.270    0.156    0.077    0.084    0.151    0.027    0.031   4
15 37    0.081    0.047    0.042  999.000    0.186    0.255    0.164    0.190    0.059    0.072    0.019    0.050   4
15 38    0.102    0.072    0.055  999.000    0.235    0.312    0.233    0.225    0.059    0.068    0.019    0.045   4
15 39    0.082    0.050    0.082  999.000    0.167    0.248    0.156    0.138    0.046    0.105    0.045    0.028   4
15 40    0.069    0.034    0.106  999.000    0.115    0.262    0.089    0.110    0.043    0.118    0.051    0.021   4
15 41    0.055    0.046    0.085  999.000    0.065    0.147    0.068    0.114    0.078    0.088    0.022    0.024   4
15 42    0.078    0.078    0.112  999.000    0.091    0.118    0.136    0.101    0.091    0.174    0.023    0.030   4
15 43    0.084    0.061    0.097  999.000    0.139    0.153    0.107    0.084    0.103    0.195    0.030    0.037   4
15 44    0.070    0.083    0.063  999.000    0.095    0.096    0.109    0.062    0.070    0.090    0.043    0.040   4
15 45    0.062    0.107    0.046  999.000    0.050    0.061    0.156    0.042    0.056    0.153    0.046    0.046   4
15 46    0.068    0.075    0.040  999.000    0.107    0.211    0.184    0.076    0.077    0.205    0.037    0.052   4
15 47    0.101    0.069    0.061  999.000    0.193    0.340    0.216    0.104    0.065    0.178    0.061    0.080   4
15 48    0.112    0.060    0.080  999.000    0.216    0.410    0.223    0.128    0.050    0.152    0.073    0.093   4
15 49    0.074    0.046    0.081  999.000    0.115    0.248    0.132    0.087    0.057    0.080    0.070    0.052   4
15 50    0.051    0.037    0.062  999.000    0.057    0.135    0.083    0.037    0.042    0.124    0.035    0.046   4
15 51    0.051    0.045    0.044  999.000    0.082    0.217    0.156    0.044    0.075    0.175    0.047    0.035   4
15 52    0.061    0.036    0.051  999.000    0.106    0.287    0.140    0.066    0.074    0.168    0.047    0.050   4
15 53    0.078    0.052    0.079  999.000    0.115    0.287    0.156    0.054    0.056    0.166    0.057    0.067   4
15 54    0.087    0.095    0.098  999.000    0.092    0.143    0.137    0.041    0.037    0.220    0.045    0.064   4
15 55    0.112    0.107    0.131  999.000    0.120    0.254    0.100    0.097    0.052    0.355    0.035    0.092   4
15 56    0.142    0.111    0.172  999.000    0.140    0.294    0.127    0.120    0.126    0.227    0.057    0.146   4
15 57    0.100    0.090    0.121  999.000    0.082    0.195    0.120    0.090    0.337    0.179    0.062    0.106   4
15 58    0.062    0.064    0.064  999.000    0.055    0.129    0.083    0.056    0.123    0.126    0.038    0.065   4
15 59    0.065    0.070    0.056  999.000    0.071    0.117    0.125    0.051    0.083    0.055    0.032    0.064   4
16 00    0.054    0.063    0.049  999.000    0.052    0.127    0.140    0.044    0.062    0.092    0.037    0.052   4
16 01    0.047    0.047    0.047  999.000    0.060    0.147    0.077    0.025    0.046    0.050    0.031    0.032   4
16 02    0.049    0.033    0.055  999.000    0.064    0.116    0.083    0.020    0.086    0.067    0.042    0.043   4
16 03    0.076    0.077    0.083  999.000    0.074    0.122    0.083    0.030    0.045    0.067    0.039    0.071   4
16 04    0.049    0.050    0.047  999.000    0.067    0.133    0.133    0.054    0.047    0.088    0.031    0.033   4
16 05    0.056    0.049    0.041  999.000    0.089    0.136    0.088    0.034    0.036    0.071    0.023    0.045   4
16 06    0.061    0.040    0.037  999.000    0.140    0.382    0.126    0.049    0.076    0.188    0.023    0.025   4
16 07    0.059    0.058    0.028  999.000    0.133    0.384    0.133    0.050    0.067    0.224    0.036    0.018   4
16 08    0.043    0.040    0.023  999.000    0.088    0.267    0.178    0.076    0.024    0.158    0.039    0.023   4
16 09    0.064    0.063    0.033  999.000    0.120    0.299    0.209    0.135    0.059    0.168    0.024    0.042   4
16 10    0.078    0.054    0.043  999.000    0.177    0.350    0.184    0.135    0.093    0.165    0.026    0.037   4
16 11    0.073    0.039    0.065  999.000    0.137    0.295    0.123    0.121    0.080    0.078    0.039    0.051   4
16 12    0.069    0.046    0.062  999.000    0.104    0.159    0.119    0.103    0.053    0.048    0.043    0.063   4
16 13    0.062    0.029    0.066  999.000    0.071    0.101    0.075    0.070    0.082    0.108    0.035    0.081   4
16 14    0.065    0.027    0.088  999.000    0.073    0.102    0.142    0.051    0.073    0.118    0.031    0.071   4
16 15    0.068    0.030    0.083  999.000    0.094    0.137    0.262    0.043    0.057    0.105    0.030    0.064   4
16 16    0.059    0.036    0.058  999.000    0.083    0.151    0.139    0.037    0.036    0.089    0.018    0.059   4
16 17    0.035    0.014    0.038  999.000    0.049    0.119    0.070    0.025    0.048    0.062    0.023    0.039   4
16 18    0.037    0.028    0.025  999.000    0.039    0.079    0.059    0.031    0.047    0.103    0.025    0.058   4
16 19    0.039    0.035    0.019  999.000    0.039    0.056    0.108    0.030    0.038    0.142    0.038    0.062   4
16 20    0.045    0.030    0.031  999.000    0.071    0.153    0.140    0.060    0.050    0.072    0.036    0.046   4
16 21    0.040    0.026    0.039  999.000    0.070    0.180    0.103    0.052    0.052    0.082    0.030    0.023   4
16 22    0.040    0.020    0.035  999.000    0.069    0.150    0.127    0.028    0.049    0.130    0.028    0.034   4
16 23    0.054    0.018    0.050  999.000    0.114    0.141    0.133    0.026    0.055    0.090    0.017    0.033   4
16 24    0.053    0.045    0.052  999.000    0.086    0.111    0.100    0.035    0.042    0.046    0.019    0.029   4
16 25    0.058    0.075    0.045  999.000    0.057    0.175    0.103    0.042    0.048    0.076    0.028    0.054   4
16 26    0.049    0.059    0.049  999.000    0.033    0.139    0.081    0.027    0.092    0.147    0.052    0.054   4
16 27    0.049    0.045    0.070  999.000    0.039    0.098    0.115    0.025    0.082    0.088    0.040    0.044   4
16 28    0.053    0.045    0.072  999.000    0.041    0.077    0.117    0.044    0.062    0.081    0.034    0.054   4
16 29    0.062    0.049    0.058  999.000    0.073    0.137    0.072    0.044    0.050    0.089    0.025    0.069   4
16 30    0.058    0.049    0.044  999.000    0.084    0.112    0.046    0.020    0.052    0.130    0.017    0.055   4
16 31    0.074    0.053    0.057  999.000    0.131    0.068    0.109    0.055    0.062    0.188    0.018    0.061   5
16 32    0.064    0.042    0.044  999.000    0.083    0.098    0.131    0.064    0.061    0.087    0.028    0.054   5
16 33    0.059    0.049    0.044  999.000    0.045    0.107    0.095    0.063    0.058    0.076    0.041    0.051   5
16 34    0.062    0.060    0.041  999.000    0.042    0.120    0.119    0.065    0.108    0.152    0.041    0.048   5
16 35    0.064    0.053    0.042  999.000    0.033    0.147    0.163    0.046    0.111    0.175    0.034    0.046   5
16 36    0.068    0.055    0.060  999.000    0.046    0.110    0.142    0.046    0.059    0.057    0.015    0.070   5
16 37    0.084    0.077    0.074  999.000    0.052    0.111    0.126    0.054    0.051    0.087    0.023    0.105   5
16 38    0.115    0.077    0.077  999.000    0.088    0.231    0.124    0.039    0.046    0.082    0.024    0.103   5
16 39    0.087    0.053    0.074  999.000    0.077    0.157    0.095    0.058    0.071    0.078    0.021    0.076   5
16 40    0.080    0.042    0.077  999.000    0.066    0.130    0.086    0.037    0.063    0.061    0.023    0.085   5
16 41    0.098    0.033    0.072  999.000    0.079    0.232    0.138    0.056    0.047    0.090    0.029    0.073   5
16 42    0.103    0.035    0.062  999.000    0.075    0.284    0.157    0.077    0.080    0.244    0.040    0.057   5
16 43    0.126    0.053    0.130  999.000    0.146    0.275    0.131    0.052    0.067    0.177    0.063    0.025   5
16 44    0.191    0.081    0.163  999.000    0.217    0.433    0.173    0.125    0.060    0.108    0.067    0.060   5
16 45    0.219    0.104    0.145  999.000    0.251    0.457    0.199    0.122    0.056    0.144    0.070    0.138   5
16 46    0.142    0.037    0.070  999.000    0.212    0.302    0.149    0.104    0.060    0.132    0.073    0.088   5
16 47    0.086    0.034    0.057  999.000    0.139    0.119    0.118    0.086    0.042    0.094    0.041    0.081   5
16 48    0.092    0.066    0.081  999.000    0.072    0.159    0.046    0.043    0.038    0.141    0.032    0.084   5
16 49    0.075    0.068    0.076  999.000    0.065    0.111    0.056    0.049    0.018    0.073    0.025    0.053   5
16 50    0.104    0.066    0.117  999.000    0.047    0.214    0.061    0.066    0.043    0.050    0.027    0.075   5
16 51    0.083    0.060    0.103  999.000    0.057    0.124    0.070    0.053    0.050    0.067    0.028    0.073   5
16 52    0.065    0.042    0.059  999.000    0.094    0.098    0.104    0.062    0.057    0.086    0.021    0.034   5
16 53    0.088    0.031    0.091  999.000    0.108    0.136    0.101    0.086    0.041    0.093    0.023    0.073   5
16 54    0.131    0.033    0.080  999.000    0.186    0.294    0.155    0.109    0.035    0.185    0.031    0.063   5
16 55    0.156    0.027    0.072  999.000    0.209    0.394    0.211    0.118    0.051    0.301    0.052    0.077   5
16 56    0.121    0.033    0.120  999.000    0.146    0.232    0.245    0.092    0.048    0.113    0.043    0.074   5
16 57    0.098    0.057    0.110  999.000    0.115    0.133    0.189    0.075    0.091    0.210    0.064    0.075   5
16 58    0.105    0.065    0.107  999.000    0.098    0.148    0.069    0.066    0.049    0.126    0.032    0.106   5
16 59    0.118    0.046    0.077  999.000    0.085    0.293    0.142    0.072    0.058    0.200    0.054    0.087   5
17 00    0.090    0.032    0.065  999.000    0.075    0.204    0.117    0.054    0.102    0.087    0.030    0.076   5
17 01    0.069    0.020    0.057  999.000    0.067    0.151    0.187    0.044    0.104    0.064    0.028    0.049   5
17 02    0.082    0.018    0.041  999.000    0.083    0.237    0.129    0.060    0.083    0.117    0.050    0.030   5
17 03    0.062    0.033    0.027  999.000    0.058    0.163    0.145    0.049    0.090    0.194    0.056    0.032   5
17 04    0.054    0.035    0.033  999.000    0.047    0.109    0.159    0.036    0.040    0.174    0.046    0.044   5
17 05    0.071    0.032    0.046  999.000    0.077    0.127    0.210    0.032    0.026    0.059    0.041    0.072   5
17 06    0.075    0.040    0.032  999.000    0.068    0.145    0.291    0.047    0.058    0.073    0.056    0.092   5
