HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
04 17    0.041    0.071    0.105  999.000  999.000    0.111    0.152  999.000    0.026    0.056    0.032    0.192   2
04 18    0.030    0.039    0.059  999.000  999.000    0.088    0.086  999.000    0.014    0.046    0.029    0.136   2
04 19    0.032    0.049    0.080  999.000  999.000    0.164    0.108  999.000    0.015    0.050    0.029    0.155   2
04 20    0.032    0.032    0.082  999.000  999.000    0.076    0.052  999.000    0.016    0.047    0.031    0.151   2
04 21    0.023    0.057    0.066  999.000  999.000    0.076    0.084  999.000    0.016    0.029    0.030    0.163   2
04 22    0.032    0.070    0.095  999.000  999.000    0.088    0.085  999.000    0.012    0.053    0.032    0.189   2
04 23    0.031    0.038    0.074  999.000  999.000    0.163    0.116  999.000    0.015    0.048    0.028    0.090   2
04 24    0.030    0.066    0.073  999.000  999.000    0.189    0.062  999.000    0.020    0.040    0.028    0.084   2
04 25    0.032    0.073    0.061  999.000  999.000    0.143    0.056  999.000    0.018    0.045    0.026    0.077   2
04 26    0.037    0.068    0.051  999.000  999.000    0.119    0.057  999.000    0.022    0.053    0.027    0.079   2
04 27    0.063    0.087    0.063  999.000  999.000    0.076    0.037  999.000    0.029    0.097    0.044    0.154   2
04 28    0.105    0.050    0.070  999.000  999.000    0.127    0.083  999.000    0.048    0.162    0.060    0.238   2
04 29    0.111    0.093    0.103  999.000  999.000    0.094    0.054  999.000    0.047    0.175    0.083    0.237   2
04 30    0.114    0.090    0.101  999.000  999.000    0.105    0.080  999.000    0.057    0.171    0.061    0.247   2
04 31    0.087    0.056    0.097  999.000  999.000    0.169    0.105  999.000    0.048    0.126    0.042    0.203   2
04 32    0.060    0.059    0.085  999.000  999.000    0.194    0.057  999.000    0.045    0.075    0.028    0.201   2
04 33    0.055    0.036    0.078  999.000  999.000    0.115    0.057  999.000    0.059    0.051    0.021    0.146   2
04 34    0.139    0.035    0.089  999.000  999.000    0.140    0.089  999.000    0.130    0.148    0.031    0.124   2
04 35    0.278    0.067    0.167  999.000  999.000    0.230    0.112  999.000    0.240    0.316    0.074    0.204   2
04 36    0.194    0.118    0.216  999.000  999.000    0.107    0.135  999.000    0.211    0.177    0.122    0.240   2
04 37    0.139    0.082    0.178  999.000  999.000    0.142    0.123  999.000    0.125    0.153    0.080    0.233   2
04 38    0.128    0.044    0.128  999.000  999.000    0.132    0.072  999.000    0.128    0.128    0.043    0.185   2
04 39    0.145    0.058    0.089  999.000  999.000    0.107    0.123  999.000    0.130    0.160    0.040    0.174   2
04 40    0.186    0.057    0.118  999.000  999.000    0.184    0.150  999.000    0.182    0.190    0.038    0.159   2
04 41    0.394    0.171    0.184  999.000  999.000    0.256    0.200  999.000    0.395    0.393    0.115    0.194   2
04 42    0.434    0.212    0.171  999.000  999.000    0.344    0.282  999.000    0.419    0.448    0.119    0.298   2
04 43    0.316    0.089    0.083  999.000  999.000    0.261    0.164  999.000    0.279    0.352    0.079    0.133   2
04 44    0.251    0.139    0.152  999.000  999.000    0.290    0.117  999.000    0.238    0.264    0.098    0.184   2
04 45    0.132    0.117    0.146  999.000  999.000    0.264    0.109  999.000    0.131    0.133    0.083    0.256   2
04 46    0.152    0.074    0.065  999.000  999.000    0.201    0.106  999.000    0.147    0.156    0.119    0.122   2
04 47    0.262    0.126    0.111  999.000  999.000    0.242    0.148  999.000    0.252    0.272    0.256    0.157   2
04 48    0.446    0.183    0.115  999.000  999.000    0.155    0.179  999.000    0.256    0.635    0.436    0.438   2
04 49    0.342    0.133    0.069  999.000  999.000    0.213    0.151  999.000    0.208    0.475    0.347    0.677   2
04 50    0.260    0.138    0.124  999.000  999.000    0.224    0.250  999.000    0.187    0.333    0.202    0.593   2
04 51    0.196    0.086    0.144  999.000  999.000    0.300    0.160  999.000    0.163    0.291    0.133    0.567   3
04 52    0.133    0.099    0.095  999.000  999.000    0.171    0.126  999.000    0.111    0.166    0.123    0.379   3
04 53    0.166    0.121    0.092  999.000  999.000    0.180    0.130  999.000    0.110    0.220    0.167    0.213   3
04 54    0.125    0.128    0.080  999.000  999.000    0.253    0.156  999.000    0.085    0.176    0.115    0.242   3
04 55    0.142    0.169    0.080  999.000  999.000    0.210    0.152  999.000    0.082    0.174    0.170    0.216   3
04 56    0.149    0.138    0.119  999.000  999.000    0.166    0.145  999.000    0.076    0.193    0.178    0.325   3
04 57    0.146    0.098    0.111  999.000  999.000    0.161    0.194  999.000    0.084    0.238    0.117    0.231   3
04 58    0.140    0.089    0.175  999.000  999.000    0.183    0.183  999.000    0.113    0.225    0.081    0.200   3
04 59    0.133    0.086    0.156  999.000  999.000    0.143    0.098  999.000    0.109    0.216    0.073    0.377   3
05 00    0.237    0.087    0.129  999.000  999.000    0.221    0.109  999.000    0.180    0.417    0.114    0.429   3
05 01    0.380    0.110    0.099  999.000  999.000    0.251    0.127  999.000    0.265    0.659    0.217    0.317   3
05 02    0.296    0.162    0.214  999.000  999.000    0.312    0.125  999.000    0.250    0.502    0.137    0.467   3
05 03    0.166    0.173    0.281  999.000  999.000    0.299    0.114  999.000    0.153    0.258    0.085    0.458   3
05 04    0.157    0.187    0.262  999.000  999.000    0.237    0.107  999.000    0.134    0.270    0.068    0.525   3
05 05    0.179    0.120    0.390  999.000  999.000    0.202    0.120  999.000    0.166    0.307    0.066    0.566   3
05 06    0.106    0.116    0.332  999.000  999.000    0.209    0.089  999.000    0.078    0.166    0.074    0.476   3
05 07    0.117    0.092    0.121  999.000  999.000    0.188    0.082  999.000    0.065    0.196    0.090    0.158   3
05 08    0.118    0.065    0.068  999.000  999.000    0.166    0.109  999.000    0.071    0.199    0.083    0.275   3
05 09    0.077    0.069    0.091  999.000  999.000    0.092    0.098  999.000    0.044    0.118    0.070    0.176   3
05 10    0.069    0.075    0.091  999.000  999.000    0.137    0.097  999.000    0.033    0.109    0.065    0.141   3
05 11    0.078    0.133    0.144  999.000  999.000    0.165    0.100  999.000    0.057    0.104    0.071    0.188   3
05 12    0.068    0.133    0.126  999.000  999.000    0.222    0.104  999.000    0.040    0.093    0.070    0.219   3
05 13    0.064    0.168    0.162  999.000  999.000    0.211    0.096  999.000    0.040    0.088    0.064    0.310   3
05 14    0.068    0.138    0.194  999.000  999.000    0.172    0.082  999.000    0.051    0.083    0.070    0.395   3
05 15    0.067    0.144    0.149  999.000  999.000    0.182    0.067  999.000    0.064    0.073    0.062    0.291   3
05 16    0.067    0.198    0.081  999.000  999.000    0.169    0.078  999.000    0.055    0.078    0.068    0.133   3
05 17    0.054    0.185    0.109  999.000  999.000    0.157    0.085  999.000    0.039    0.060    0.061    0.151   3
05 18    0.048    0.143    0.122  999.000  999.000    0.191    0.079  999.000    0.026    0.056    0.061    0.196   3
05 19    0.042    0.069    0.174  999.000  999.000    0.206    0.074  999.000    0.025    0.038    0.064    0.279   3
05 20    0.052    0.100    0.329  999.000  999.000    0.221    0.074  999.000    0.036    0.060    0.060    0.432   3
05 21    0.066    0.084    0.324  999.000  999.000    0.129    0.036  999.000    0.029    0.097    0.073    0.581   3
05 22    0.052    0.088    0.283  999.000  999.000    0.202    0.040  999.000    0.028    0.063    0.064    0.331   3
05 23    0.058    0.051    0.225  999.000  999.000    0.189    0.067  999.000    0.028    0.088    0.057    0.292   3
05 24    0.065    0.064    0.114  999.000  999.000    0.222    0.088  999.000    0.036    0.107    0.053    0.184   3
05 25    0.062    0.073    0.130  999.000  999.000    0.141    0.054  999.000    0.044    0.076    0.067    0.269   3
05 26    0.061    0.116    0.223  999.000  999.000    0.185    0.062  999.000    0.039    0.077    0.066    0.287   3
05 27    0.058    0.108    0.177  999.000  999.000    0.160    0.040  999.000    0.035    0.082    0.057    0.307   3
05 28    0.060    0.099    0.114  999.000  999.000    0.125    0.051  999.000    0.031    0.099    0.050    0.169   3
05 29    0.062    0.141    0.136  999.000  999.000    0.114    0.047  999.000    0.038    0.106    0.042    0.177   3
05 30    0.068    0.105    0.062  999.000  999.000    0.145    0.101  999.000    0.045    0.111    0.049    0.152   3
05 31    0.060    0.150    0.140  999.000  999.000    0.150    0.097  999.000    0.030    0.102    0.048    0.260   3
05 32    0.059    0.125    0.113  999.000  999.000    0.160    0.081  999.000    0.029    0.111    0.038    0.204   3
05 33    0.054    0.121    0.093  999.000  999.000    0.130    0.078  999.000    0.027    0.107    0.028    0.130   3
05 34    0.056    0.077    0.119  999.000  999.000    0.159    0.092  999.000    0.025    0.109    0.033    0.152   3
05 35    0.055    0.054    0.101  999.000  999.000    0.158    0.068  999.000    0.031    0.106    0.029    0.182   3
05 36    0.050    0.063    0.074  999.000  999.000    0.129    0.062  999.000    0.026    0.107    0.017    0.132   3
05 37    0.053    0.065    0.083  999.000  999.000    0.120    0.089  999.000    0.029    0.108    0.021    0.155   3
05 38    0.055    0.050    0.057  999.000  999.000    0.131    0.113  999.000    0.032    0.105    0.029    0.184   3
05 39    0.050    0.063    0.058  999.000  999.000    0.196    0.136  999.000    0.026    0.095    0.029    0.179   3
05 40    0.048    0.047    0.051  999.000  999.000    0.166    0.095  999.000    0.022    0.093    0.028    0.139   3
05 41    0.041    0.047    0.084  999.000  999.000    0.151    0.081  999.000    0.016    0.081    0.027    0.101   3
05 42    0.043    0.039    0.119  999.000  999.000    0.148    0.108  999.000    0.019    0.075    0.036    0.117   3
05 43    0.041    0.033    0.110  999.000  999.000    0.123    0.069  999.000    0.021    0.072    0.031    0.186   3
05 44    0.037    0.055    0.093  999.000  999.000    0.108    0.080  999.000    0.013    0.058    0.042    0.143   3
05 45    0.034    0.057    0.088  999.000  999.000    0.133    0.096  999.000    0.017    0.053    0.031    0.237   3
05 46    0.029    0.052    0.080  999.000  999.000    0.126    0.098  999.000    0.021    0.053    0.015    0.219   3
05 47    0.044    0.101    0.101  999.000  999.000    0.079    0.070  999.000    0.018    0.072    0.043    0.168   3
05 48    0.042    0.126    0.136  999.000  999.000    0.096    0.076  999.000    0.030    0.053    0.045    0.159   3
05 49    0.034    0.105    0.113  999.000  999.000    0.193    0.090  999.000    0.027    0.049    0.026    0.104   3
05 50    0.029    0.069    0.083  999.000  999.000    0.158    0.159  999.000    0.022    0.042    0.025    0.121   3
05 51    0.017    0.051    0.092  999.000  999.000    0.156    0.144  999.000    0.011    0.018    0.022    0.113   3
05 52    0.019    0.055    0.083  999.000  999.000    0.093    0.085  999.000    0.014    0.020    0.022    0.114   3
05 53    0.026    0.063    0.061  999.000  999.000    0.154    0.077  999.000    0.020    0.029    0.028    0.081   3
05 54    0.029    0.042    0.074  999.000  999.000    0.153    0.066  999.000    0.028    0.030    0.029    0.107   3
05 55    0.028    0.055    0.067  999.000  999.000    0.164    0.088  999.000    0.025    0.028    0.031    0.093   3
05 56    0.024    0.054    0.054  999.000  999.000    0.196    0.104  999.000    0.017    0.023    0.030    0.083   3
05 57    0.030    0.047    0.049  999.000  999.000    0.183    0.077  999.000    0.018    0.036    0.035    0.148   3
05 58    0.029    0.058    0.041  999.000  999.000    0.191    0.082  999.000    0.021    0.037    0.030    0.116   3
05 59    0.023    0.045    0.042  999.000  999.000    0.142    0.067  999.000    0.018    0.025    0.026    0.102   3
06 00    0.027    0.032    0.040  999.000  999.000    0.174    0.086  999.000    0.019    0.032    0.029    0.081   3
06 01    0.027    0.027    0.046  999.000  999.000    0.108    0.047  999.000    0.020    0.030    0.032    0.101   3
06 02    0.024    0.030    0.051  999.000  999.000    0.083    0.050  999.000    0.018    0.026    0.028    0.143   3
06 03    0.024    0.036    0.039  999.000  999.000    0.092    0.070  999.000    0.020    0.024    0.028    0.102   3
06 04    0.023    0.040    0.032  999.000  999.000    0.092    0.067  999.000    0.024    0.025    0.021    0.082   3
06 05    0.022    0.049    0.056  999.000  999.000    0.238    0.056  999.000    0.021    0.022    0.024    0.096   3
06 06    0.023    0.055    0.057  999.000  999.000    0.371    0.068  999.000    0.019    0.026    0.023    0.103   3
06 07    0.024    0.037    0.031  999.000  999.000    0.305    0.089  999.000    0.018    0.033    0.020    0.089   3
06 08    0.019    0.039    0.040  999.000  999.000    0.175    0.038  999.000    0.015    0.022    0.020    0.119   3
06 09    0.022    0.074    0.065  999.000  999.000    0.043    0.054  999.000    0.017    0.027    0.024    0.135   3
06 10    0.024    0.038    0.037  999.000  999.000    0.047    0.085  999.000    0.023    0.032    0.018    0.088   3
06 11    0.024    0.068    0.069  999.000  999.000    0.098    0.106  999.000    0.023    0.029    0.022    0.101   3
06 12    0.029    0.083    0.083  999.000  999.000    0.099    0.079  999.000    0.019    0.032    0.036    0.143   3
06 13    0.026    0.062    0.043  999.000  999.000    0.055    0.098  999.000    0.012    0.033    0.033    0.123   3
06 14    0.024    0.075    0.080  999.000  999.000    0.115    0.161  999.000    0.014    0.030    0.027    0.058   3
06 15    0.021    0.075    0.083  999.000  999.000    0.150    0.100  999.000    0.013    0.026    0.025    0.087   3
06 16    0.020    0.080    0.055  999.000  999.000    0.165    0.113  999.000    0.013    0.026    0.020    0.119   3
06 17    0.020    0.067    0.030  999.000  999.000    0.105    0.082  999.000    0.012    0.026    0.021    0.152   3
06 18    0.018    0.043    0.026  999.000  999.000    0.117    0.056  999.000    0.016    0.024    0.014    0.081   3
06 19    0.017    0.032    0.042  999.000  999.000    0.202    0.096  999.000    0.017    0.021    0.014    0.068   3
06 20    0.018    0.040    0.035  999.000  999.000    0.125    0.154  999.000    0.013    0.024    0.016    0.109   3
06 21    0.023    0.043    0.057  999.000  999.000    0.105    0.088  999.000    0.020    0.035    0.014    0.155   3
06 22    0.022    0.031    0.081  999.000  999.000    0.175    0.090  999.000    0.026    0.027    0.012    0.127   3
06 23    0.020    0.028    0.049  999.000  999.000    0.209    0.090  999.000    0.021    0.028    0.011    0.105   3
06 24    0.021    0.034    0.057  999.000  999.000    0.147    0.056  999.000    0.013    0.030    0.021    0.129   3
06 25    0.024    0.050    0.046  999.000  999.000    0.136    0.042  999.000    0.014    0.032    0.026    0.108   3
06 26    0.022    0.037    0.045  999.000  999.000    0.207    0.077  999.000    0.019    0.028    0.020    0.089   3
06 27    0.022    0.042    0.047  999.000  999.000    0.085    0.078  999.000    0.019    0.031    0.016    0.066   3
06 28    0.032    0.050    0.043  999.000  999.000    0.140    0.114  999.000    0.025    0.037    0.033    0.081   3
06 29    0.026    0.068    0.078  999.000  999.000    0.126    0.132  999.000    0.022    0.033    0.025    0.124   3
06 30    0.029    0.053    0.076  999.000  999.000    0.105    0.145  999.000    0.026    0.033    0.030    0.160   3
06 31    0.027    0.043    0.059  999.000  999.000    0.155    0.106  999.000    0.033    0.026    0.022    0.120   3
06 32    0.025    0.046    0.062  999.000  999.000    0.120    0.090  999.000    0.029    0.021    0.026    0.042   3
06 33    0.023    0.035    0.042  999.000  999.000    0.064    0.059  999.000    0.023    0.025    0.021    0.038   3
06 34    0.021    0.030    0.037  999.000  999.000    0.122    0.099  999.000    0.021    0.022    0.020    0.087   3
06 35    0.025    0.034    0.042  999.000  999.000    0.164    0.109  999.000    0.022    0.030    0.024    0.117   3
06 36    0.029    0.048    0.033  999.000  999.000    0.131    0.084  999.000    0.029    0.034    0.023    0.092   3
06 37    0.029    0.055    0.051  999.000  999.000    0.120    0.052  999.000    0.033    0.026    0.030    0.116   3
06 38    0.023    0.075    0.074  999.000  999.000    0.225    0.048  999.000    0.021    0.021    0.026    0.139   3
06 39    0.025    0.042    0.031  999.000  999.000    0.128    0.073  999.000    0.014    0.037    0.024    0.131   3
06 40    0.024    0.033    0.025  999.000  999.000    0.113    0.110  999.000    0.018    0.023    0.030    0.101   3
06 41    0.027    0.036    0.034  999.000  999.000    0.050    0.079  999.000    0.026    0.028    0.027    0.176   3
06 42    0.026    0.042    0.039  999.000  999.000    0.069    0.066  999.000    0.017    0.035    0.027    0.116   3
06 43    0.023    0.034    0.045  999.000  999.000    0.088    0.037  999.000    0.013    0.025    0.030    0.091   3
06 44    0.026    0.047    0.059  999.000  999.000    0.073    0.073  999.000    0.021    0.023    0.033    0.155   3
06 45    0.033    0.050    0.041  999.000  999.000    0.095    0.078  999.000    0.024    0.031    0.042    0.173   3
06 46    0.022    0.066    0.030  999.000  999.000    0.158    0.106  999.000    0.024    0.019    0.023    0.097   3
06 47    0.022    0.056    0.030  999.000  999.000    0.111    0.057  999.000    0.018    0.021    0.025    0.100   3
06 48    0.027    0.054    0.036  999.000  999.000    0.058    0.079  999.000    0.013    0.027    0.041    0.147   3
06 49    0.023    0.060    0.066  999.000  999.000    0.113    0.054  999.000    0.011    0.023    0.034    0.115   3
06 50    0.024    0.062    0.055  999.000  999.000    0.120    0.084  999.000    0.016    0.030    0.026    0.079   3
06 51    0.028    0.058    0.026  999.000  999.000    0.133    0.144  999.000    0.018    0.036    0.029    0.068   3
06 52    0.021    0.039    0.026  999.000  999.000    0.104    0.078  999.000    0.019    0.022    0.022    0.083   3
06 53    0.016    0.032    0.036  999.000  999.000    0.077    0.061  999.000    0.014    0.011    0.022    0.100   3
06 54    0.016    0.042    0.046  999.000  999.000    0.095    0.071  999.000    0.010    0.012    0.026    0.117   3
06 55    0.021    0.033    0.041  999.000  999.000    0.198    0.091  999.000    0.019    0.018    0.026    0.095   3
06 56    0.021    0.026    0.061  999.000  999.000    0.174    0.120  999.000    0.012    0.026    0.024    0.094   3
06 57    0.023    0.055    0.054  999.000  999.000    0.055    0.110  999.000    0.014    0.024    0.030    0.088   3
06 58    0.027    0.063    0.044  999.000  999.000    0.099    0.093  999.000    0.013    0.033    0.034    0.115   3
06 59    0.027    0.066    0.038  999.000  999.000    0.092    0.050  999.000    0.008    0.040    0.032    0.068   3
07 00    0.020    0.054    0.040  999.000  999.000    0.073    0.102  999.000    0.015    0.026    0.020    0.055   3
07 01    0.024    0.037    0.035  999.000  999.000    0.077    0.101  999.000    0.027    0.028    0.017    0.035   3
07 02    0.021    0.033    0.041  999.000  999.000    0.113    0.080  999.000    0.017    0.026    0.019    0.036   3
07 03    0.018    0.034    0.032  999.000  999.000    0.159    0.071  999.000    0.012    0.025    0.017    0.037   3
07 04    0.018    0.039    0.024  999.000  999.000    0.105    0.060  999.000    0.015    0.023    0.016    0.032   3
07 05    0.020    0.051    0.038  999.000  999.000    0.079    0.080  999.000    0.017    0.028    0.017    0.020   3
07 06    0.024    0.040    0.035  999.000  999.000    0.056    0.030  999.000    0.019    0.034    0.019    0.024   3
07 07    0.028    0.048    0.026  999.000  999.000    0.090    0.050  999.000    0.020    0.038    0.026    0.030   3
07 08    0.029    0.031    0.029  999.000  999.000    0.091    0.081  999.000    0.020    0.046    0.023    0.046   3
07 09    0.032    0.050    0.031  999.000  999.000    0.088    0.141  999.000    0.029    0.045    0.023    0.047   3
07 10    0.031    0.034    0.048  999.000  999.000    0.088    0.090  999.000    0.020    0.047    0.027    0.039   3
07 11    0.032    0.038    0.040  999.000  999.000    0.089    0.049  999.000    0.025    0.047    0.025    0.032   3
07 12    0.031    0.034    0.030  999.000  999.000    0.126    0.046  999.000    0.025    0.044    0.024    0.043   3
07 13    0.033    0.036    0.038  999.000  999.000    0.112    0.050  999.000    0.030    0.042    0.027    0.040   3
07 14    0.031    0.032    0.043  999.000  999.000    0.067    0.106  999.000    0.024    0.044    0.025    0.036   3
07 15    0.031    0.051    0.052  999.000  999.000    0.051    0.161  999.000    0.026    0.047    0.022    0.020   3
07 16    0.044    0.043    0.038  999.000  999.000    0.063    0.100  999.000    0.035    0.069    0.028    0.028   3
07 17    0.032    0.048    0.035  999.000  999.000    0.121    0.062  999.000    0.030    0.044    0.022    0.053   3
07 18    0.026    0.047    0.046  999.000  999.000    0.087    0.064  999.000    0.023    0.034    0.019    0.037   3
07 19    0.025    0.055    0.047  999.000  999.000    0.072    0.093  999.000    0.022    0.037    0.017    0.035   3
07 20    0.024    0.037    0.043  999.000  999.000    0.184    0.132  999.000    0.019    0.033    0.021    0.033   3
07 21    0.023    0.062    0.042  999.000  999.000    0.373    0.103  999.000    0.012    0.034    0.022    0.039   3
07 22    0.013    0.081    0.038  999.000  999.000    0.189    0.109  999.000    0.010    0.016    0.014    0.025   3
07 23    0.013    0.070    0.046  999.000  999.000    0.117    0.132  999.000    0.009    0.018    0.013    0.022   3
07 24    0.014    0.054    0.038  999.000  999.000    0.138    0.169  999.000    0.013    0.022    0.009    0.039   3
07 25    0.016    0.042    0.036  999.000  999.000    0.083    0.138  999.000    0.015    0.020    0.011    0.049   3
07 26    0.019    0.032    0.030  999.000  999.000    0.085    0.117  999.000    0.016    0.026    0.014    0.054   3
07 27    0.018    0.051    0.041  999.000  999.000    0.146    0.098  999.000    0.010    0.022    0.023    0.057   3
07 28    0.024    0.049    0.043  999.000  999.000    0.111    0.053  999.000    0.009    0.021    0.015    0.051   4
07 29    0.020    0.039    0.031  999.000  999.000    0.090    0.083  999.000    0.012    0.022    0.012    0.033   4
07 30    0.031    0.045    0.047  999.000  999.000    0.139    0.181  999.000    0.011    0.037    0.012    0.063   4
07 31    0.035    0.057    0.045  999.000  999.000    0.127    0.215  999.000    0.019    0.026    0.012    0.085   4
07 32    0.036    0.051    0.040  999.000  999.000    0.125    0.244  999.000    0.015    0.029    0.028    0.071   4
07 33    0.031    0.037    0.057  999.000  999.000    0.134    0.177  999.000    0.017    0.031    0.022    0.055   4
07 34    0.049    0.051    0.025  999.000  999.000    0.132    0.135  999.000    0.024    0.063    0.032    0.077   4
07 35    0.035    0.057    0.028  999.000  999.000    0.090    0.136  999.000    0.015    0.052    0.024    0.050   4
07 36    0.024    0.027    0.030  999.000  999.000    0.068    0.163  999.000    0.016    0.028    0.016    0.037   4
07 37    0.030    0.025    0.027  999.000  999.000    0.147    0.159  999.000    0.014    0.041    0.032    0.032   4
07 38    0.049    0.060    0.041  999.000  999.000    0.127    0.137  999.000    0.013    0.072    0.051    0.057   4
07 39    0.038    0.069    0.024  999.000  999.000    0.056    0.115  999.000    0.011    0.044    0.032    0.064   4
07 40    0.037    0.066    0.039  999.000  999.000    0.100    0.130  999.000    0.016    0.031    0.037    0.066   4
07 41    0.036    0.044    0.049  999.000  999.000    0.143    0.097  999.000    0.016    0.031    0.036    0.061   4
07 42    0.029    0.024    0.050  999.000  999.000    0.143    0.075  999.000    0.017    0.025    0.023    0.051   4
07 43    0.030    0.026    0.069  999.000  999.000    0.121    0.057  999.000    0.014    0.036    0.022    0.049   4
07 44    0.039    0.042    0.071  999.000  999.000    0.075    0.095  999.000    0.023    0.040    0.033    0.060   4
07 45    0.033    0.048    0.047  999.000  999.000    0.100    0.073  999.000    0.016    0.027    0.026    0.061   4
07 46    0.031    0.036    0.029  999.000  999.000    0.139    0.101  999.000    0.012    0.029    0.013    0.069   4
07 47    0.031    0.030    0.065  999.000  999.000    0.128    0.095  999.000    0.013    0.023    0.008    0.082   4
07 48    0.026    0.030    0.056  999.000  999.000    0.139    0.053  999.000    0.020    0.026    0.012    0.044   4
07 49    0.033    0.037    0.035  999.000  999.000    0.152    0.074  999.000    0.019    0.048    0.020    0.047   4
07 50    0.038    0.048    0.045  999.000  999.000    0.321    0.079  999.000    0.017    0.074    0.027    0.032   4
07 51    0.044    0.046    0.059  999.000  999.000    0.234    0.074  999.000    0.036    0.078    0.029    0.034   4
07 52    0.037    0.039    0.047  999.000  999.000    0.139    0.101  999.000    0.016    0.046    0.027    0.058   4
07 53    0.030    0.035    0.026  999.000  999.000    0.142    0.050  999.000    0.014    0.040    0.021    0.043   4
07 54    0.025    0.052    0.035  999.000  999.000    0.138    0.127  999.000    0.016    0.035    0.020    0.030   4
07 55    0.028    0.056    0.031  999.000  999.000    0.076    0.069  999.000    0.027    0.028    0.020    0.038   4
07 56    0.021    0.050    0.050  999.000  999.000    0.128    0.054  999.000    0.010    0.019    0.017    0.037   4
07 57    0.026    0.027    0.041  999.000  999.000    0.118    0.051  999.000    0.013    0.023    0.014    0.052   4
07 58    0.031    0.024    0.031  999.000  999.000    0.107    0.071  999.000    0.016    0.037    0.017    0.052   4
07 59    0.031    0.049    0.027  999.000  999.000    0.141    0.024  999.000    0.024    0.040    0.017    0.044   4
08 00    0.026    0.053    0.029  999.000  999.000    0.099    0.047  999.000    0.009    0.021    0.018    0.057   4
08 01    0.023    0.046    0.035  999.000  999.000    0.116    0.068  999.000    0.015    0.016    0.012    0.051   4
08 02    0.040    0.028    0.045  999.000  999.000    0.136    0.079  999.000    0.025    0.055    0.018    0.062   4
08 03    0.041    0.034    0.022  999.000  999.000    0.085    0.080  999.000    0.023    0.066    0.024    0.050   4
08 04    0.039    0.073    0.026  999.000  999.000    0.135    0.104  999.000    0.018    0.057    0.024    0.057   4
08 05    0.029    0.045    0.032  999.000  999.000    0.108    0.087  999.000    0.013    0.034    0.019    0.049   4
08 06    0.026    0.045    0.039  999.000  999.000    0.085    0.068  999.000    0.022    0.021    0.011    0.049   4
08 07    0.030    0.057    0.039  999.000  999.000    0.121    0.070  999.000    0.033    0.036    0.016    0.037   4
08 08    0.028    0.054    0.039  999.000  999.000    0.051    0.040  999.000    0.028    0.034    0.019    0.032   4
08 09    0.025    0.048    0.028  999.000  999.000    0.080    0.038  999.000    0.021    0.026    0.015    0.038   4
08 10    0.039    0.044    0.031  999.000  999.000    0.166    0.043  999.000    0.064    0.021    0.018    0.052   4
08 11    0.019    0.041    0.031  999.000  999.000    0.125    0.022  999.000    0.069    0.020    0.014    0.024   3
08 12    0.021    0.053    0.050  999.000  999.000    0.071    0.028  999.000    0.017    0.026    0.020    0.019   3
08 13    0.027    0.034    0.042  999.000  999.000    0.064    0.059  999.000    0.020    0.042    0.020    0.019   3
08 14    0.027    0.013    0.047  999.000  999.000    0.119    0.074  999.000    0.018    0.037    0.014    0.031   3
08 15    0.031    0.032    0.036  999.000  999.000    0.112    0.061  999.000    0.019    0.041    0.018    0.035   3
08 16    0.041    0.053    0.026  999.000  999.000    0.142    0.044  999.000    0.043    0.049    0.032    0.041   3
08 17    0.035    0.051    0.031  999.000  999.000    0.153    0.059  999.000    0.034    0.032    0.026    0.048   3
08 18    0.039    0.058    0.027  999.000  999.000    0.173    0.054  999.000    0.022    0.037    0.032    0.047   3
08 19    0.029    0.078    0.022  999.000  999.000    0.133    0.020  999.000    0.035    0.027    0.017    0.041   3
08 20    0.031    0.095    0.019  999.000  999.000    0.088    0.036  999.000    0.034    0.031    0.020    0.041   3
08 21    0.032    0.087    0.033  999.000  999.000    0.081    0.056  999.000    0.014    0.020    0.025    0.050   3
08 22    0.025    0.059    0.049  999.000  999.000    0.096    0.072  999.000    0.015    0.024    0.020    0.032   3
08 23    0.048    0.069    0.045  999.000  999.000    0.081    0.067  999.000    0.018    0.043    0.027    0.073   3
08 24    0.050    0.065    0.033  999.000  999.000    0.104    0.105  999.000    0.016    0.048    0.032    0.070   3
08 25    0.058    0.086    0.050  999.000  999.000    0.059    0.070  999.000    0.026    0.070    0.038    0.067   3
08 26    0.063    0.085    0.047  999.000  999.000    0.080    0.054  999.000    0.022    0.078    0.037    0.073   3
08 27    0.037    0.051    0.032  999.000  999.000    0.125    0.039  999.000    0.022    0.044    0.026    0.042   3
08 28    0.027    0.021    0.026  999.000  999.000    0.128    0.119  999.000    0.021    0.032    0.013    0.035   3
08 29    0.021    0.030    0.027  999.000  999.000    0.118    0.394  999.000    0.014    0.029    0.011    0.023   3
08 30    0.031    0.049    0.045  999.000  999.000    0.102    0.282  999.000    0.011    0.041    0.015    0.037   3
08 31    0.027    0.058    0.030  999.000  999.000    0.197    0.104  999.000    0.014    0.023    0.010    0.048   3
08 32    0.034    0.060    0.021  999.000  999.000    0.134    0.087  999.000    0.026    0.034    0.014    0.055   3
08 33    0.039    0.036    0.022  999.000  999.000    0.084    0.092  999.000    0.020    0.053    0.026    0.037   3
08 34    0.038    0.056    0.027  999.000  999.000    0.124    0.151  999.000    0.018    0.045    0.025    0.042   3
